requisito,valor,peso
Requisito_1,8.297027778644395,20.031966142521995
Requisito_2,11.772810722641013,24.008494194231275
Requisito_3,14.764517377363065,31.041673894406156
Requisito_4,10.883345394878862,22.908269915223407
Requisito_5,7.6995179406267305,37.91437176728323
Requisito_6,5.9954883920472355,10.840847310086716
Requisito_7,16.484012614412496,18.33283497341673
Requisito_8,11.192514404388096,32.76672653092986
Requisito_9,11.911952186199276,17.379815636661938
Requisito_10,9.888336840261122,24.582701407227578
Requisito_11,11.639693600632933,15.569303586142087
Requisito_12,9.298031585733872,32.974332373841904
Requisito_13,2.0127695509801544,15.816999894017428
Requisito_14,3.6400257237149938,29.313541402711074
Requisito_15,1.6521012981600125,37.874753983865304
Requisito_16,9.442646844367545,34.762378173188566
Requisito_17,4.08017834815743,23.76174433608174
Requisito_18,14.598195352039179,13.26804066073053
Requisito_19,9.781067031923591,22.70206655080225
Requisito_20,17.65764475822038,8.265445009289191
Requisito_21,16.11959240147405,19.428044970217577
Requisito_22,12.78925210155305,8.986122127100312
Requisito_23,6.589354630542051,16.978517114144253
Requisito_24,12.697289577206222,39.94540206198458
Requisito_25,15.986192782696286,30.540249994472685
Requisito_26,2.603465765316999,20.306015920120185
Requisito_27,6.885144052943584,13.586458043096613
Requisito_28,16.399726636722917,31.74940827830245
Requisito_29,5.947419180497034,14.903270055575717
Requisito_30,12.162007587115475,34.53924166800998
Requisito_31,7.493247651866743,28.855051589999196
Requisito_32,14.799182952511456,13.346687397855398
Requisito_33,13.865997333174287,17.690444756726
Requisito_34,5.299550360236325,37.068987664313326
Requisito_35,4.197162080408091,35.73228425033466
Requisito_36,9.418991180823783,35.19976206564415
Requisito_37,1.468462813721175,19.69106125449536
Requisito_38,8.973932843934909,37.13577630019314
Requisito_39,8.052890189285856,12.851155841922456
Requisito_40,4.381122855734448,23.63268692420059
Requisito_41,1.7312931727920566,9.638990635888828
Requisito_42,10.245114051551,35.97856369062422
Requisito_43,11.767750585371743,27.332305260687946
Requisito_44,4.538092700533992,18.70649515921801
Requisito_45,15.840631735330735,21.241823535547233
Requisito_46,9.70259940810001,31.193659381114248
Requisito_47,8.681573916803057,36.37268697216297
Requisito_48,5.8767811162304495,19.800892957724926
Requisito_49,8.478872694815747,27.000333635917684
Requisito_50,17.399580727102787,29.716943795260466
Requisito_51,9.785987056716946,22.47003492199358
Requisito_52,9.33298295842766,25.685203707135614
Requisito_53,12.021196376078695,12.369663808471067
Requisito_54,2.7030709701784135,36.59694786221617
Requisito_55,8.881125683961677,30.265855160699633
Requisito_56,16.190674193790123,14.343600732071476
Requisito_57,8.22004891263312,35.263400459774374
Requisito_58,1.83245899095433,11.24771802961319
Requisito_59,12.755838904287002,28.112049194698564
Requisito_60,17.188586145056583,30.18926038831149
Requisito_61,13.201443851714577,20.33613977826754
Requisito_62,10.735676838028713,9.561875218884069
Requisito_63,15.424757082473324,11.064525200675796
Requisito_64,15.879595686661892,21.862875716347286
Requisito_65,7.2657269469515615,15.308883622626979
Requisito_66,5.282309395271905,30.379837476569275
Requisito_67,2.7481445799973105,11.439152476341896
Requisito_68,11.099112708326825,22.368827849133062
Requisito_69,4.09930166269698,37.28586618919893
Requisito_70,16.604380105992718,22.984327804495464
Requisito_71,12.72299872165825,21.292073688035607
Requisito_72,3.0449465613112237,24.39835646284818
Requisito_73,13.75947604964733,36.52975017418648
Requisito_74,1.7483333425955623,34.26783524053977
Requisito_75,3.3740228054905748,37.782172364239074
Requisito_76,15.393506893148546,9.96850798699921
Requisito_77,9.365227893285601,16.380544686807898
Requisito_78,8.42439003086548,18.138358495307337
Requisito_79,9.754835042323668,13.340829344724707
Requisito_80,12.544983891513443,15.463691537877402
Requisito_81,14.560543399417654,27.03626742327691
Requisito_82,7.532263765590734,34.73644879010038
Requisito_83,16.765387618004866,22.121424673197076
Requisito_84,16.700838231402425,17.890177022535827
Requisito_85,7.4100295754998635,28.231976446482925
Requisito_86,3.718334029754096,9.888996467156666
Requisito_87,15.590809878537527,21.557142657811212
Requisito_88,1.797411737523123,23.481685436819816
Requisito_89,13.261578295446727,28.640674895545185
Requisito_90,13.198649278828693,20.4947197712516
Requisito_91,5.91511919293044,31.74831431362448
Requisito_92,16.188031566218616,34.92588889146153
Requisito_93,4.773174241716109,29.609587181293676
Requisito_94,12.328499181849885,20.700769365472674
Requisito_95,8.658085172256168,14.667239449745445
Requisito_96,17.84471212413681,35.46439615544233
Requisito_97,17.728588301543894,38.6345845043749
Requisito_98,3.12514445805562,17.94417316767363
Requisito_99,8.594708404143551,35.812412491057
Requisito_100,10.783323947883027,33.43620427883269
