requisito,valor,peso
Requisito_1,11.210266392610656,32.28053209435794
Requisito_2,16.482490791690317,24.208696222551453
Requisito_3,17.920377822913572,22.423910681461532
Requisito_4,10.76543275611364,16.83838089802525
Requisito_5,14.148752931385605,12.615513941983249
Requisito_6,9.350409933902045,18.59225356603736
Requisito_7,3.459123869919255,13.72113120953664
Requisito_8,5.565329429625209,12.456280585442318
Requisito_9,3.2738799555325566,8.775170817278664
Requisito_10,17.640152252338773,34.67512165570563
